"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112","PC113","PC114","PC115","PC116","PC117","PC118","PC119","PC120","PC121","PC122","PC123","PC124","group"
"SRR6751372",-0.836265685838034,1.35073564636529,-1.89071048516285,-0.420910296701458,-0.123673033134558,0.0552086540042116,-0.333532710175904,0.0222860038687675,0.222807591747226,0.10061144733111,-0.0231691655465409,0.52237231977327,-0.0359737686157519,-0.641222365851085,0.123759615148307,-0.38504598467287,-0.943721398754872,-0.509770031767286,0.154945567383884,0.337328428968701,0.641126153139499,-0.231662375347765,0.13587591125705,-0.283630563975307,-0.942046283472396,-0.396007927742117,-0.803116712766873,-0.0113913602970935,0.145675024624701,0.595168416571009,0.327034223525175,0.367365182766632,0.197583311720473,-0.521139221718347,-0.455526644150561,0.920623359739393,-0.269959834866643,0.102849060047746,-0.230666031749098,-0.42125847186924,-0.0753707583192238,0.395812298179476,0.24328473137136,-0.283954119070559,-0.682421300114139,0.279180193439407,0.0340363816469157,0.329629775397084,0.430240232940963,-0.0641204767736307,-0.168333796212732,-0.0800228436849264,0.0968491029479167,-0.542227248037863,-0.485759632072201,0.15322079083586,0.00947757041599511,0.143561995168452,-0.0703491853471722,0.479906955426335,-0.301940450511619,-0.100113064917407,1.11833975515108,0.348152515899832,0.243845221818416,0.268465402271516,-0.592413365233037,-0.234880044463532,-0.209867461445533,0.89590668752525,-0.263668561650618,0.269607027011769,0.26191526315727,0.0584275457006875,0.33503150617311,-0.694383973376003,-0.234106044938738,-0.0393571119990258,-1.30260474625206,0.157737369993213,1.18766252850704,0.0266916498713397,0.577280797709697,0.370691364143703,-1.14029518537842,0.102575457765814,0.55020210314915,0.0244086861567063,0.143695805302344,-0.2139082114735,-0.0866252858449386,0.0431924252546895,0.716677168636681,-0.584424564630051,0.330853981362187,0.179640394184922,0.241755054662155,0.232881869021797,0.120948852685771,0.267296377423697,-0.0694073200892633,-0.328601517412677,0.513502837242739,0.265720623358558,-0.0484642230942065,-1.0103823071802,-0.206420533126889,0.725187845491848,-0.454842693415268,0.339565708716728,-0.344585211612225,0.102648095913576,0.337706127516693,-0.568302068119862,-0.15062571092576,-0.388168953917246,0.660825510909039,0.0299867816868016,-0.563056697448712,-0.317284989599209,-0.0251613699523619,-0.232129813132119,-0.513992652601371,-0.919324942687868,"S1"
"SRR6751371",0.188137715936626,1.15102947838861,-0.788616730533547,0.251723974552987,1.62389966549932,0.64116648186362,-0.574875184071921,0.841109534982313,-0.0306714382662448,0.392259346368421,-0.213252368768455,-0.0576737036869777,0.364289834627806,1.08953470019396,0.710890200373647,-0.472427182724454,-1.02653356632915,-0.499077083518389,-0.0279465793369878,-1.37319302266155,0.570013766064123,-0.150020326182317,0.438307065178956,0.944166285360926,0.430700601285199,-0.447184416402386,0.369666397610258,0.419902886415701,0.0227008163629773,0.673094312641368,0.91746390903156,-1.16204337962391,-0.719234281242784,-1.44226626618469,0.13341054366287,-0.919855768894125,-0.990305402221545,-0.450379210036538,-0.871182311728981,-1.27234425275935,-0.564671650312302,0.993234011124331,0.23275557187469,-0.274534245016832,-0.401465140776099,-0.422309911583244,-0.698038336998465,-1.07490279270104,1.42099542586717,-1.38881123058419,-0.576443516481558,0.162832115647777,0.769881123721117,0.203109836254293,-0.753719849301937,0.670376719095063,-1.48677592698287,-0.570532833300023,-1.35460993195462,0.56790237150039,0.610706992394832,0.370697843127254,-0.258560305780767,-0.307636840822092,0.09403108449834,0.330220221395197,-0.66337406184937,-2.0248054431379,-1.16358278183432,0.819371045566325,0.0467874846083059,0.999451173523673,0.905160839893859,0.218365545225909,0.233796356435781,-1.65944177587989,0.420745526056485,1.47831559856496,-0.0492708691251638,-0.48333554521746,-1.12469008459007,0.587287838566793,-0.292256359964684,0.459178586789717,0.85186483647177,1.29712280908797,-0.498531147699369,0.0997947057813187,0.924622551521957,-0.351309983900731,1.16401487563965,-0.0295221633256076,0.288296052940942,-0.486661564330766,0.54222941160129,-0.513399971038931,-0.818275373283853,-0.165236554404149,0.43470221301768,0.423884634919168,0.143008861241046,0.769131385512774,-0.113080478623662,0.568946006064491,0.139656265879412,-0.599138618991798,-0.35267181111672,0.0810724071183008,-0.819045279423514,-0.674369177359416,-0.0281157385523149,-0.102392472749241,-0.607499472643098,0.0122737078968617,-0.21669217811129,-0.368346298470055,0.391454801649563,-0.132413381384121,-0.431894641984367,-0.222658935247922,-0.444187306812996,0.327794548385381,-0.735893922525578,-0.0727155369439019,"S1"
"SRR6751368",0.95344408108255,0.418096228742801,-1.75548642005549,0.376395736181258,0.843707173942857,0.500681982769172,-0.437002977813763,0.12961061136833,-0.124575742996797,0.146150838834288,0.0629280149410929,-0.0756105227006191,-0.00239675911884026,0.245977093238747,0.122880936850874,0.166127306646707,-0.310377167833298,0.00318607624531308,-0.293042086497847,0.0669157243894165,0.310964016482645,-0.363933062971962,0.23803087182372,0.058599141653828,0.30901779483264,-0.0478442818272239,-0.13268927422792,0.563925459139156,-0.32766263416606,0.133221070345262,0.464119496703686,-0.0769257812098676,0.438000286407655,0.0779926840082302,0.0100267390320595,0.103529193156613,-0.0394021913548959,-0.543663408273941,0.0431191050073151,0.209154605551453,-0.449001512952224,-0.0877308107889543,0.112528407994713,0.691784751144673,0.136813856453509,0.275764671961773,0.202846591482577,-0.142001280599887,0.0338506287816007,-0.141270864302237,-0.349117782647466,0.689643187483951,-0.131110361139195,0.103915360538318,-0.206710580513283,-0.110618213298845,-0.342475243158097,0.0312342400527142,-0.309409418099006,0.0948773723026438,0.10169989614282,0.185871025613825,0.0431656743403599,-0.509672502082401,0.0844814548644583,0.156071219300174,-0.346923459048793,0.251541066086786,-0.211391273073106,-0.089711897329696,-0.179057206350446,-0.0168395314995616,-0.259848810666388,-0.0429010331008496,-0.572295122654409,0.409899428385814,0.122942963441114,-0.870783493873375,-0.141771141737863,0.527680539945081,0.115143558882553,0.0557816436780492,0.317074741219328,0.546065381235701,-0.0166770993240103,-0.503040886944928,-0.269146817961549,0.308001213307463,0.0437619308124007,-0.281892321558837,-0.326431138451899,-0.119103562685643,-0.421553747657954,0.0460703957689509,0.0114891671709839,0.659022448969917,-0.0964845595737034,-0.123268212490026,0.143899191198905,-0.0890096203698519,-0.132113557695338,-0.406075606131283,0.565906729633806,-0.208330474532776,0.186189645237059,0.172858836323417,-0.076037649452291,-0.367309714026424,0.150279445617391,0.43044938486135,-0.461632251594166,0.084382739264175,0.278238408636428,0.131776569731544,-0.139979024548226,0.122050930279021,-0.504009628050043,0.159352121274836,0.350666277323733,-0.146370605620719,0.306037382779023,-0.137809114286605,0.135098118727539,0.0362650894532822,"S1"
"SRR6751199",1.48455088416559,1.51369112472575,0.659476303768644,-0.025322005792299,1.06495291667162,-0.596490231588227,-1.30356362535833,1.48740594237,0.447430282668504,0.170451714208281,-0.277874076120697,0.414197117700921,0.558917475586898,-0.319718279599799,-0.0800849055491837,1.41335483805224,0.454574252432096,-1.01798535984437,-0.106384170216684,-0.122044721589094,0.122925926939104,-0.356380090884524,-0.132855777473393,0.372946434249727,-0.222803267611857,-0.710173769473709,1.08406780080251,1.14128031809438,-1.33836830834125,1.21120672194079,0.825598225356572,0.182443597416207,0.590911659535733,-1.08720651745311,0.380234526023851,-0.308877219804806,0.480644837237083,0.174948525116847,0.493289068759039,0.290469777202194,-0.805356496082989,-0.446443060421148,0.216553555515279,1.0519354537647,0.816683063302831,-1.73557948076107,0.075644974759891,-0.703086882967688,0.810622646106453,0.183081565118571,0.612003896967735,-0.220986879454729,-0.573709666482157,-0.119450726298524,-1.69321760353995,0.499672913192213,0.194545815772436,-1.33047484123782,-0.889413068865045,-0.754395679011199,-0.697331574944129,-0.264044027390066,0.208903609050847,-0.719389997586121,-1.08858330488855,-1.23858666442679,-1.07320579641981,-1.90784123113241,-1.13752015741201,-1.27048914457321,0.431428370612359,-0.398100173267106,-0.886672775011864,-1.67808085407271,-0.0958909604427898,0.185102605842992,-0.204495676485177,0.88831706610227,0.260162640160653,-1.19635346293659,-0.532115948957479,0.122059379426702,0.16260003768661,0.106581401693352,-0.706690490840219,0.332274519866501,0.0411447096013463,0.155413950374424,-0.252353699477597,-0.130269694997467,-0.227067556107697,-0.448215446115804,0.00730208266411588,-0.805565626948462,-0.053023313873158,-1.58680087790931,-1.06247821545449,0.693628383318844,0.307614344796628,0.0384027756854811,1.06605710576021,-0.204163053045455,-0.48159884805515,-0.0628908210448584,-0.545408265243412,-0.0730156012093049,-0.251721743661822,0.492422724774069,-0.255619252682817,-0.510963328148876,-0.144120717880621,-0.431239577745025,-0.0287517046969578,0.0534903715679867,0.0787440253683707,0.327666159408646,-0.272135789836846,0.1725910669241,-0.20721945129407,-0.1489904627954,0.22413520314165,0.0682831616389486,0.00582002837935731,-0.0136704407737581,"S1"
"SRR6751488",0.35346920060041,1.94428739659533,-0.611252843834186,-2.35424790428118,2.90807207652656,3.97894614174214,-0.906419062022275,0.548631989816739,0.481906969741302,0.390610789955941,0.914837906922573,-0.901175732876765,-2.38163288549891,-0.105493888261439,-1.88421284614264,1.44315498659694,-0.0852912159476105,-0.511883874558488,-4.11105581403955,3.72909954988481,-0.356660340972286,-1.24700988712376,0.462146010002471,0.322361748709537,2.4741236129966,2.05508101293427,-1.38081344268673,2.75461251679188,-1.04521225521001,1.01537181711151,1.40487819187075,-1.50627649140409,3.93700917027311,-3.93353592389885,-1.46891676572957,-0.257547255213801,0.801194640811895,-1.26579415806096,3.01744704726013,2.32510058521994,-1.94029235124341,-1.35751786333845,2.86722874126791,4.45258457064688,5.88307374406545,-6.51108504049814,2.26997453089845,-2.01789216585496,-2.16620858688013,1.24606846663973,1.3717611363307,0.826018638346931,-0.976557437125302,-0.606621219284122,-3.52405805718538,-0.867040514802933,2.72089615000049,-1.55039730811492,-0.0424892289889583,-2.15433728213349,-1.66496583621745,-0.717011923671055,2.49691341629645,-2.49739853939427,-0.0539249709016558,-0.392001832844518,0.793726065634457,-1.35790117159161,-0.558264083414207,-1.61218975127632,-1.11561233493506,0.981536185003253,-0.132408540705138,0.99338256978505,-0.638743357828271,-0.569248256051164,-0.26330167060755,-0.074668413937941,0.935170008508868,-0.0859113098286675,-0.13142226665138,0.892892666587085,0.473617539653834,1.18173694531184,1.36061253280404,-0.217691255361791,-0.486829330389827,-0.274896032358262,1.69470452112933,0.238656566222121,-0.254779236999792,-0.0690754125663086,-1.23602675594723,0.366537638833713,-1.12559999262873,-0.3145405871931,-0.244298300741497,0.0335582490120688,0.786374832076955,0.52065203744838,-0.179615544064873,-0.818338898715895,1.44603329174047,-0.355175567430562,-0.0927740437725764,0.0600108741383578,0.102507873194264,-0.0987810845920399,-0.392746195366652,1.29349663313485,-0.351891543110793,-0.462486408329246,0.286155653403396,0.382949900942339,-0.358847751567416,-0.120975358445553,-1.21832608214125,0.497844754111119,0.857351095762786,-0.715212938630306,1.24960076943764,0.0379149998020478,0.874684846116327,0.189129973598399,"S1"
"SRR6751464",0.426550737836023,0.333071937864228,-2.43430481627991,-0.131773643195766,0.21701255166986,-0.377198822532187,0.0368711720410379,0.499233883715697,0.171885383609133,-0.341129052482415,-0.358548240425139,-0.00713090937149491,-0.071775816462753,-0.507478677560302,0.115864354401017,0.311769389146092,-0.207055452901109,0.110055429013263,-0.430683489945802,-0.0201176046993785,0.287187783375453,-0.756093508156761,0.00184810198244209,-0.409385033710304,-0.0340813309666451,-0.109258480509388,-0.151653599900005,0.413764038534097,-0.0966891928904115,0.444965878541753,0.531945101657017,0.677162842030424,-0.00468900585885364,-0.250016893124505,-0.669041527265934,0.0351780557008075,0.210452943913647,0.11338252478215,-0.20191857498891,-0.118658254753102,0.947891960175854,0.180601015887278,0.38105432072674,-0.123607203917001,-0.722281798773094,0.449486651722372,0.270917972676386,0.157297471568992,0.0178278726026762,0.347803276167279,0.427261992754208,0.0948407222952172,0.305543173769983,0.238198099916279,-0.459968252525728,-0.0712332673270458,-0.439939680165489,-0.34877785424128,-0.489697372751335,-0.169464713573332,0.27959764763322,-0.0407217386397754,0.443483214285862,-0.0992157253394526,0.146472535116525,0.325198787193632,-0.0996791889343394,0.0622104170273827,-0.168117613678968,-0.0268320811658387,0.0180511100481818,-0.000795060580067085,0.183931194762113,-0.0920203164820403,0.174034418326249,-0.322770380212747,-0.370794688833028,0.232992971579701,0.289400077127098,-0.0923666855941014,-0.0160884632099779,-0.150726458388675,-0.0822345564042505,0.638062411762056,-0.191522509964747,0.0920810568013132,0.302133586422118,0.0384848140764035,0.291913051718628,-0.399628775464348,0.230750373195744,-0.182523710556446,-0.0240789469525376,-0.0825027076188487,-0.262120243702104,0.142553123232981,-0.00344605832577042,-0.0722636531873999,-0.119641110365075,0.0766895989396345,-0.0469290723178454,-0.0145142084317391,-0.139853661659471,-0.183987177243452,-0.125117182357095,-0.0865243659365998,-0.109225917058181,0.168779147144216,0.354530300324929,0.192158379223759,0.0552752796193336,0.258694589962038,0.275065705883559,-0.209564935986435,0.0234032545248349,-0.215805545585644,0.0139578970237066,0.129880208863627,-0.0906415778751819,0.072346440275067,0.0276915742103743,-0.250695107099745,0.171554502195163,0.145795244770035,"S1"
"SRR6751465",1.07165241426047,0.10783455899892,-2.07719821665838,0.580425805499188,0.195975676238509,-0.286330088906467,-0.679006545412594,0.0616215302845549,-0.241428564246566,-0.0648459787852156,-0.0281417840520932,0.224060071310625,-0.136074108431313,-0.0475727472985072,0.23830041067641,0.112082202330662,-0.223271531050842,0.0136215975527207,-0.259631280733312,-0.0677437393522278,0.349090137052884,-0.302700372421892,-0.00190087315591109,-0.0582016781486015,-0.286286634362771,-0.28975819875855,0.0883925256767759,-0.019195503055517,0.0964647821905863,0.0300076027064177,0.154064661702071,0.280069039538645,-0.021419371785996,0.0137294549909568,0.0359177213581978,0.30365961748049,0.246936918250101,0.34850339992904,-0.124082044543568,-0.163354226282287,-0.316233886669763,-0.0285032166372305,-0.137699295654755,0.204294823863807,0.0274950341640815,-0.0234282535868998,-0.0793282565438408,0.151617899369549,0.0718720729820763,0.198520091945406,0.137978697264063,0.151270476822238,0.0811189868097701,0.102893652304115,0.202594302015921,-0.256153914624059,-0.240006979114574,-0.182087294345745,-0.0798598200681399,0.132122471944792,0.205486508963793,-0.135718227046652,-0.0697851418234198,-0.113680204189505,0.0893001986670419,-0.0178924123939909,-0.148442577398917,0.229053823774552,-0.243030502380396,-0.00936453608754872,-0.105934817496078,0.132923012876471,-0.116509958665599,-0.13666497981715,-0.0105549108695856,0.0984961448916436,0.0042926328699531,-0.0589106559898625,0.145341745860948,0.354099999735697,0.242699578374726,-0.293942553194275,-0.164722145075132,0.0307740220349393,0.0937373429219163,0.170763460501983,-0.175202621600114,0.0175544605473905,-0.212877357076087,-0.0297249610464981,0.139868568161622,0.177027980396989,0.0465209777649357,-0.082967118172693,0.151738828267061,-0.0228799337916777,-0.136912387859351,-0.1809396528596,0.167530283274183,0.0107143008126335,0.0967069235878959,-0.0755431910852134,0.163896275269923,0.135569225007541,-0.105018585684669,0.0572720517771746,-0.359136840516629,-0.105184922718238,0.273231434613051,-0.0621515205120794,0.140851910821576,0.273445209358114,-0.206707794447174,0.0291528136805215,0.016206581505215,-0.0676280527704048,-0.387765062811124,-0.0111775489183021,-0.127825855898641,0.197819665137231,-0.0810914172038642,-0.0116077444727038,-0.130616624143468,0.0657079324061141,"S1"
"SRR6751143",1.03708716961751,1.2246431265852,0.41689012854711,0.880597848020873,1.8262816911436,0.352304394841472,-0.604526761193379,1.96150600970796,0.389870072606901,0.221050330882197,-0.881776944913911,-0.813306774590414,0.683188813809706,-0.3340820673903,-0.722824256728194,-0.561690138803932,-0.0620101446518268,-0.857076953854,-0.360392602467375,-0.774531404261389,0.629795299549476,0.266479454992992,-0.232710465161913,-0.0931016498607731,-0.435926763081163,-0.17372029942206,0.0506876125002658,0.673672933766237,0.50746738136102,0.457074394565577,-0.310644009140406,0.445736681587615,0.20642031534714,0.0864792481491296,-0.916347289889887,-0.0196061515768781,0.436135994144307,0.41034810058853,-0.286954842569935,-0.76283609932097,-0.238401585540987,-0.482867842501262,-0.491464865278252,-0.118637860634465,-0.149477138012081,-0.0100747330489152,-0.0366486764262427,0.207592942675937,-0.335773453337812,0.769319142480804,0.163497610672328,0.239900410898906,-0.186725038382203,0.944773025846008,0.824242840582376,-0.140131672079955,0.817296738030986,0.24861492469826,-0.0817582127172137,0.250227900405862,0.532585500225021,-0.251950990501826,-0.138621958063534,0.368944905043188,-1.00410837534164,-0.306982270608483,0.667130687734889,0.22868694557576,-0.0677506771276638,0.247749802569872,-0.597163478015491,0.877096221956031,-0.219333581676623,0.122768268049385,-0.442296497607273,0.1694590770056,-0.420005315528909,0.538492392832239,0.368952449601658,0.361746848576537,1.22044758503278,-0.0616572027953447,-0.255719541325337,-0.546095237932188,0.866903148104667,-0.768340445249489,-0.0899731313352521,0.823525621281268,-1.21422477698148,1.06954169599105,-0.618086897438961,-0.720862740596593,0.903911313040131,0.752254482190552,0.210773449562842,-0.353248262907696,0.0581509547944349,1.49996908087118,1.11857083054331,-0.215182357138822,0.979933483858155,-0.376035280086345,0.321850742602405,-1.25206394815217,-0.814145587020543,-0.13505267339191,-0.531634839249596,0.476415601384195,0.0334450552679843,-0.631213378927565,0.133635598100578,-0.814944804782446,0.854133459638588,-0.560652059203666,0.786846198417782,-0.119796649362344,-1.0551531799415,0.0494019064107095,-0.0872671036577834,-0.969470470884233,0.327318630057817,-0.788968831708209,0.319915875422522,-0.219314734349419,"S1"
"SRR6751241",-0.252090844237222,1.46185272440809,-1.74125707506425,-0.378348186677979,0.363943731990183,-0.272356013228754,0.991513561859951,-0.488069163296369,-1.16568733768912,1.16950309844229,-0.728180571675199,0.976813799679367,0.127952251503382,-1.99583137403304,0.267947963663098,0.010737517136614,0.145420325195255,-0.396961993822491,-1.04508502149739,1.00009430877781,-0.538830723354238,-0.0950715407320823,-0.864955850199059,-1.02391419948874,-1.73360347445207,-0.302483514572886,0.658987847821224,0.61404471666839,-0.376222431809869,0.830919573567565,0.317502542151596,0.814016526251836,1.05534098575002,0.125203442811679,0.79940317059469,-0.0498785248839561,0.228082129777282,-0.879195106799583,-0.0245646601746909,0.25856088661301,0.281885966775297,-0.220266012412137,-0.765782430076374,-0.126420285580572,1.25085095023148,-0.182371655158602,0.419320093835359,0.000590142130278894,0.409594758174665,-0.81206656455349,1.66591682687897,-0.309963386384272,0.101025820165059,0.638176460358317,-0.393407968253913,-0.0598813756596451,-0.399851606963901,0.396795934369289,-0.456646670661675,0.681267317434113,0.11334801673549,0.727788620420484,0.652242639766486,0.102066563687754,-0.115682247218816,0.263014724991641,0.469998829533458,0.484750384962211,0.554999120730311,-0.165272040177188,0.22580911310902,-0.134871483535087,0.657987108754522,-0.24491353360534,-0.432590222664989,-6.55986206345153e-06,-0.560559963561834,0.33570768060724,0.77876197979163,-0.258040743147918,-0.784675810640515,-0.976014260911288,0.33440097502627,-0.0877453822874274,1.35476080811012,0.275299993421397,-0.448169881601054,0.595475285745692,0.206706747349242,-0.0132663547352273,-0.821497285143384,-0.0435393768233581,-0.78767351087721,0.902709691409534,1.44408299231685,0.561368740372132,-1.21945268264398,0.483103041078263,-0.20337862003806,-0.517590534422342,-0.706422205118943,0.941130505861681,0.854444196947441,0.243681824103122,0.313656634312283,0.556594106043438,-0.147256772858184,1.36218652342279,-1.8034619144665,-2.12155810076884,-0.395594355441248,-0.399524440225543,-1.89133805747716,-1.4415096159027,0.0971429767853707,0.677580493708031,-2.0941206661204,1.14997107414249,0.39780840203517,0.977754962938037,0.875294838180759,-0.835859927657549,0.147104361181991,-0.0259342657847587,"S1"
"SRR6751421",0.632275128252359,-0.00602665124238458,-1.45161088610553,0.669422413401303,0.849529236299153,-0.0210856367549524,-0.707396164806401,0.220541081607561,-0.544799859772209,0.0167802896158524,-0.0454009507139537,-0.0541007141628776,0.217722497847348,-0.0166599521253638,-0.344012006033042,0.344728731946007,-0.683495360032447,-0.041778984192722,-0.182464608898304,0.0464788271480895,0.493660290509189,-0.210018474657905,0.0534957292784504,-0.125723182553516,0.219551571915239,0.267023592490782,0.217668700635971,0.351716924332232,-0.453227093531719,-0.225965762767514,0.083006511447171,0.101504231359704,0.408538120099947,0.0296883487844859,-0.158023943014695,-0.0722408303605286,-0.112911797463506,-0.295164422309427,-0.068033652551834,-0.087607712499708,-0.253348174413625,0.0616767127490374,-0.0256535091077839,0.519619303861038,0.179539236893462,0.133355802362451,0.0380109877307759,-0.191300234387307,0.120981577529152,-0.0145346653216425,-0.142113465054545,0.755507837997296,0.113286335243083,-0.108162903993245,-0.133735297540167,0.0250375872604773,-0.336401426714827,0.00909062437920024,-0.158977757108353,0.575544761638864,0.174750245167128,-0.312084085228026,-0.129477529876423,-0.344598409461008,0.349778748676952,-0.215893800769849,-0.211649701190085,0.137504280771283,0.174543284888331,-0.132772680402176,-0.291371116056361,0.27148245278624,0.0791092690154649,0.206424251262611,-0.14573230203209,0.225419011911915,-0.120287491646208,-0.220075103706575,0.100087803318999,0.126987844750393,0.199847671631776,-0.0218105076199204,0.107103936252519,0.470892211160034,-0.140424486239361,0.0803775934728907,0.0296081610512863,0.196714753411455,0.135016025767483,-0.728063602623916,-0.468484538516985,-0.147941065896593,-0.474131793851297,-0.167702772755039,0.0322288057073186,0.430739380536541,-0.0362436380914424,-0.0164806245234595,-0.146933122334471,0.121422230788777,-0.0424139427832844,-0.29972705245632,0.606134370091267,-0.474457416563857,-0.32526551788783,0.0586331061745564,-0.409592306915244,-0.418708014214169,0.150922838665539,0.452782828230061,-0.217777499657755,0.329538480314174,-0.0997851628420273,-0.0885524329032251,0.193420737689575,-0.168970340224483,-0.656149168503046,0.208002461924188,0.168486655404402,-0.157622451384838,-0.00684221833523387,0.357220386867822,0.435753207295633,0.193213454554678,"S1"
